Movie Hebrew name,Movie name,Extra name,Year,Movie type,Grade,Lead actor\ess,Language
הזדמנות שניה,The Blind Side,,2009,Drama,Very good,Sandra Bullock,English
מתחיל מחדש,The Boys Are Back,,2009,Drama,Less,Clive Owen,English
,The Girlfriend Experience,,2009,Drama,Less,,English
מבט מגן עדן,The Lovely Bones,,2009,Drama,OK,Susan Sarandon,English
,The Private Lives of Pippa Lee,,2009,Drama,Good,Robin Wright,English
,The Private Lives of Pippa Lee,,2009,Drama,OK,Robin Wright,English
,The Soloist,,2009,Drama,OK,,English
,Triage,,2009,Drama,OK,Colin Farrell,English
עג'מי,עג'מי,Ajami,2009,Drama,Good,,Hebrew-English
לצאת לדרך,Away We Go,,2009,Drama,OK,,English
סיטי איילנד,City Island,,2009,Drama,Good,Andy Garcia,English
משחק כפול,Duplicity,,2009,Drama,OK,Julia Roberts,English
ג'ולי וג'וליה,Julie & Julia,,2009,Drama,Good,Amy Adams,English
הקונצרט,Le concert,,2009,Drama,Good,Mélanie Laurent,French
חיים בזמן המלחמה,Life During Wartime,,2009,Drama,Less,,English
האחד והיחיד,My One and Only,,2009,Drama,OK,Renée Zellweger,English
,Paper Man,,2009,Drama,Less,Jeff Daniels,English
פייפרמן,Paper Man,,2009,Drama,Less,Emma Stone,English
,Personal Effects,,2009,Drama,OK,Ashton Kutcher,English
מבוקש,Solitary Man,,2009,Drama,OK,Michael Douglas,English
,The Informant! ,,2009,Drama,OK,Matt Damon,English
,The Joneses,,2009,Drama,OK,Demi Moore,English
,Women in Trouble,,2009,Drama,OK,Carla Gugino,English
,World's Greatest Dad,,2009,Drama,Less,Robin Williams,English
סיפור גדול,סיפור גדול,A Matter of Size,2009,Drama,OK,Itzik Cohen,English
,Agora,,2009,Drama,Good,Rachel Weisz,English
קוקו לפני שאנל,Coco avant Chanel,Coco Before Chanel,2009,Drama,OK,,French
,Into the Storm,,2009,Drama,OK,,English
,Love Takes Wing,,2009,Drama,Less,,English
,Nostradamus: 2012,,2009,Drama,Pass,,English
הרוזנת,The Countess,,2009,Drama,Pass,,English
,The Courageous Heart of Irena Sendler,,2009,Drama,OK,,English
,The Vintner's Luck,,2009,Drama,Less,Vera Farmiga,English
ויקטוריה הצעירה,The Young Victoria,,2009,Drama,OK,,English
אנקת גבהים,Wuthering Heights,,2009,Drama,Less,,English
,Fighting,,2009,Drama,Less,,English
,Invictus,,2009,Drama,Less,Matt Damon,English
,The Mighty Macs,,2009,Drama,OK,,English
2012,2012,,2009,Adventure,Very good,John Cusack,English
,Assassin's Creed: Lineage,,2009,Adventure,OK,,English
,Cirque du Freak: The Vampire's Assistant,,2009,Adventure,OK,Salma Hayek,English
,From Time to Time,,2009,Adventure,OK,,English
מולאן,Hua Mulan,,2009,Adventure,Good,,Asian
המירוץ להר המכשפות,Race to Witch Mountain,,2009,Adventure,OK,Dwayne Johnson,English
שרלוק הולמס,Sherlock Holmes,,2009,Adventure,Good,Robert Downey Jr.,English
סולומון קיין,Solomon Kane,,2009,Adventure,Good,,English
,The Last Templar,,2009,Adventure,Less,Mira Sorvino,English
,Under the Mountain,,2009,Adventure,Less,Sam Neill,English
,18 KM,,2009,Israeli,Less,Shmil Ben Ari,Hebrew
הבודדים,הבודדים,The Loners,2009,Israeli,Less,,Hebrew
חמש שעות מפריז,חמש שעות מפריז,Five Hours From Paris,2009,Israeli,OK,Dror Keren,Hebrew
לבנון,לבנון,Lebanon,2009,Israeli,OK,,Hebrew
עיניים פקוחות,עיניים פקוחות,Eyes Wide Open,2009,Israeli,Less,Ran Danker,Hebrew
עיניים פקוחות,עיניים פקוחות,Eyes Wide Open,2009,Israeli,Less,Ran Danker,English
,2012: Supernova,,2009,SF,Less,,English
אווטאר,Avatar,,2009,SF,Very good,Sigourney Weaver,English
,Born of Hope,,2009,SF,Less,,English
,Daybreakers,,2009,SF,Less,Ethan Hawke,English
מחוז 9,District 9,,2009,SF,Less,,English
,Frequently Asked Questions About Time Travel,,2009,SF,OK,Anna Faris,English
ג'י. איי. ג'ו: כח המחץ,G.I. Joe: The Rise of Cobra,,2009,SF,Very good,Dennis Quaid,English
הארי פוטר והנסיך חצוי הדם,Harry Potter and the Half-Blood Prince,,2009,SF,OK,,English
,Ink,,2009,SF,Less,,English
,Knights of Bloodsteel,,2009,SF,OK,,English
הנבואה,Knowing,,2009,SF,Good,Nicolas Cage,English
,Land of the Lost,,2009,SF,OK,Will Ferrell,English
,Metropia,,2009,SF,Less,,English
,Moon ,,2009,SF,OK,Sam Rockwell,English
דמדומים 2: ירח חדש,New Moon,Twilight 2 New Moon,2009,SF,OK,,English
,Pandorum,,2009,SF,Good,Dennis Quaid,English
פוש,Push,,2009,SF,OK,Dakota Fanning,English
,S. Darko,,2009,SF,Less,,English
,Splice,,2009,SF,Less,,English
,Star Trek,Star Trek XI,2009,SF,Great,Zachary Quinto,English
המחליפים,Surrogates,,2009,SF,Good,Bruce Willis,English
שליחות קטלנית - התעוררות,Terminator Salvation,Terminator 4,2009,SF,Very good,,English
אפקט הפרפר 3: התגלויות,The Butterfly Effect 3: Revelations,,2009,SF,Less,,English
,The Hunt for Gollum,,2009,SF,Less,,English
,The Plan,Battlestar Galactica: The Plan,2009,SF,Good,,English
הדרך,The Road,,2009,SF,OK,Charlize Theron,English
אשתו של הנוסע בזמן,The Time Traveler's Wife,,2009,SF,OK,Eric Bana,English
הרובוטריקים: נקמת הנופלים,Transformers: Revenge of the Fallen,,2009,SF,OK,,English
מלחמת האופל 3,Underworld: Rise of the Lycans ,Underworld 3,2009,SF,OK,Kate Beckinsale,English
השומרים,Watchmen,,2009,SF,Less,,English
אקס מן המקור - וולברין,X-Men Origins: Wolverine,,2009,SF,Very good,Hugh Jackman,English
אהבה וריקוד,Love N' Dancing,,2009,Musical,OK,Amy Smart,English
,Moonlight Serenade,,2009,Musical,Less,Amy Adams,English
Nine,Nine,,2009,Musical,Less,Kate Hudson,English
אף אחד לא יודע על חתולים פרסים,No One Knows About Persian Cats,,2009,Musical,OK,,Arabic
לקחת את וודסטוק,Taking Woodstock,,2009,Musical,OK,,English
,The Boat That Rocked,,2009,Musical,Less,,English
הימלטות מושלמת,A Perfect Getaway ,,2009,Thriller,OK,Milla Jovovich,English
,Across the Hall,,2009,Thriller,Less,,English
,After.Life,,2009,Thriller,Less,Christina Ricci,English
מלאכים ושדים,Angels & Demons,,2009,Thriller,Good,Tom Hanks,English
,Armored,,2009,Thriller,OK,Matt Dillon,English
פקד מושחת,Bad Lieutenant: Port of Call New Orleans,,2009,Thriller,Less,Nicolas Cage,English
מעבר לכל ספק,Beyond a Reasonable Doubt,,2009,Thriller,OK,Michael Douglas,English
רחובות ברוקלין,Brooklyn's Finest,,2009,Thriller,Good,Richard Gere,English
קלואי,Chloe,,2009,Thriller,OK,Julianne Moore,English
,Dark Country,,2009,Thriller,Bad,,English
דוריאן גריי,Dorian Gray,,2009,Thriller,Less,Colin Firth,English
,Echelon Conspiracy ,,2009,Thriller,Less,Martin Sheen,English
הסוד שבעיניים,El secreto de sus ojos,,2009,Thriller,OK,,Spanish
,Elsewhere,,2009,Thriller,Less,,English
,Five Minutes of Heaven,,2009,Thriller,Less,Liam Neeson,English
הנערה ששיחקה באש,Flickan som lekte med elden,The Girl Who Played with Fire,2009,Thriller,OK,,English
,Harry Brown,,2009,Thriller,Less,Michael Caine,English
,Homecoming,,2009,Thriller,OK,Mischa Barton,English
,Hush,,2009,Thriller,Less,,English
,In the Electric Mist,,2009,Thriller,Good,Tommy Lee Jones,English
אזרח שומר חוק,Law Abiding Citizen,,2009,Thriller,OK,Jamie Foxx,English
,Lies & Illusions,,2009,Thriller,Less,Cuba Gooding Jr.,English
חיבוקים שבורים,Los abrazos rotos,Broken Embraces,2009,Thriller,Less,Penélope Cruz,Spanish
נערה עם קעקוע דרקון,Män som hatar kvinnor,The Girl with the Dragon Tattoo ,2009,Thriller,OK,,Mixed
,Meteor,Meteor: Path to Destruction,2009,Thriller,OK,Christopher Lloyd,English
רכבת לילה,Night Train,,2009,Thriller,OK,Danny Glover,English
,Not Forgotten,,2009,Thriller,Bad,Simon Baker,English
,Obsessed,,2009,Thriller,Less,Ali Larter,English
אויבי הציבור,Public Enemies,,2009,Thriller,OK,Johnny Depp,English
,Run! Bitch Run!,,2009,Thriller,Bad,,English
תקרית בשינג'וקו,San suk si gin,Shinjuku Incident,2009,Thriller,OK,Jackie Chan,English
שם המשחק,State of Play,,2009,Thriller,Good,Ben Affleck,English
,Stolen Lives,Stolen,2009,Thriller,OK,Josh Lucas,English
הקופסה,The Box,,2009,Thriller,Less,Cameron Diaz,English
,The Cry of the Owl,,2009,Thriller,Less,,English
איפה אליס?,The Disappearance of Alice Creed,,2009,Thriller,Less,,English
סופר הצללים,The Ghost Writer,,2009,Thriller,Less,Ewan McGregor,English
,The Girl Who Kicked the Hornets' Nest,Luftslottet som sprängdes ,2009,Thriller,OK,,English
הבנק,The International,,2009,Thriller,Very good,Clive Owen,English
גבולות השליטה,The Limits of Control,,2009,Thriller,Good,Bill Murray,English
,The Steam Experiment,,2009,Thriller,OK,Val Kilmer,English
האב החורג,The Stepfather,,2009,Thriller,Pass,,English
חטיפת הרכבת התחתית 123,The Taking of Pelham 1 2 3,,2009,Thriller,OK,John Travolta,English
,The Way of War,,2009,Thriller,OK,Cuba Gooding Jr.,English
קוד השתיקה,Thick as Thieves,The Code,2009,Thriller,Good,Morgan Freeman,English
הנביא,Un prophète,A Prophet,2009,Thriller,OK,,French
,Whiteout ,,2009,Thriller,Good,Kate Beckinsale,English
,Winter of Frozen Dreams,,2009,Thriller,Less,Thora Birch,English
,Wrong Turn at Tahoe,,2009,Thriller,OK,Cuba Gooding Jr.,English
הבחינה,Exam,,2009,Thriller,Pass,,English
,Horsemen,The Horsemen,2009,Thriller,Less,Dennis Quaid,English
,Red Sands,,2009,Thriller,Less,,English
נקמה כפולה,Sorority Row,,2009,Thriller,OK,,English
הסוג הרביעי,The Fourth Kind,,2009,Thriller,Less,Milla Jovovich,English
,Chi bi xia: Jue zhan tian xia,Red Cliff II,2009,War,OK,,Asian
,Everyman's War,,2009,War,OK,,English
,Inglourious Basterds,,2009,War,Very good,Brad Pitt,English
,Leningrad,Attack On Leningrad,2009,War,OK,Mira Sorvino,English
עיר של חיים ומוות,Nanjing! Nanjing!,City of Life and Death,2009,War,Good,,Asian
,Taking Chance ,,2009,War,OK,Kevin Bacon,English
רוחות של חג המולד,A Christmas Carol,,2009,Animated,Good,,English
,Arthur and the Revenge of Maltazard,,2009,Animated,OK,,English
אסטרו בוי,Astro Boy,,2009,Animated,OK,,English
אסטרו בוי,Astro Boy,,2009,Animated,OK,,English
,B.O.B.'s Big Break,3D,2009,Animated,OK,,English
גשם של פלאפל,Cloudy with a Chance of Meatballs,,2009,Animated,Good,,English
קורליין ודלת הקסמים,Coraline,,2009,Animated,Good,,English
,Dug's Special Mission,,2009,Animated,OK,,English
,Fantastic Mr. Fox,,2009,Animated,Less,Bill Murray,English
אגדה ש'מגדה 2,Happily N'Ever After 2,,2009,Animated,OK,,English
עידן הקרח 3,Ice Age 3: Dawn of the Dinosaurs,,2009,Animated,Very good,,English
,Killer Bean Forever,,2009,Animated,OK,,English
,Merry Madagascar,,2009,Animated,Very good,,English
מפלצות נגד חייזרים,Monsters vs. Aliens,,2009,Animated,Very good,,English
,Number 9,,2009,Animated,Good,,English
פלאנט 51,Planet 51,,2009,Animated,OK,,English
,Super Rhino,Bolt short,2009,Animated,Very good,,English
טרופותי,The Gruffalo,,2009,Animated,Very good,,English
הנסיכה והצפרדע,The Princess and the Frog,,2009,Animated,Good,,English
למעלה,Up,,2009,Animated,Very good,,English
,Aliens in the Attic ,,2009,Family,OK,,English
אלוין והסנאים 2,Alvin and the Chipmunks: The Squeakquel,,2009,Family,Less,Jason Lee,English
בית מלון לכלבים,Hotel for Dogs,,2009,Family,Less,Lisa Kudrow,English
,Imagine That,,2009,Family,OK,Eddie Murphy,English
לילה מוטרף במוזיאון 2,Night at the Museum: Battle of the Smithsonian,Night at the Museum 2,2009,Family,Less,Ben Stiller,English
מזל תאומים,Old Dogs,,2009,Family,OK,John Travolta,English
,Princess Protection Program,,2009,Family,OK,,English
קצרים,Shorts,,2009,Family,Pass,James Spader,English
,Space Buddies,,2009,Family,OK,,English
ארץ יצורי הפרא,Where the Wild Things Are,,2009,Family,Good,,English
תחליקי,Whip It,,2009,Family,Good,Drew Barrymore,English
,Bring It On: Fight to the Finish,,2009,Comedy,Less,,English
האנה מונטנה: הסרט,Hannah Montana: The Movie,,2009,Comedy,OK,,English
,Youth in Revolt,,2009,Comedy,Less,Ray Liotta,English
,12 Rounds,,2009,Action,Less,,English
רובע 13,Banlieue 13 - Ultimatum,13th District,2009,Action,OK,,English
מאחורי קווי האויב - קולומביה,Behind Enemy Lines: Colombia,Behind Enemy Lines 3: Ghost Watch,2009,Action,OK,,English
סלדה 211 ,Celda 211,Cell 211,2009,Action,Good,,Spanish
,Chernaya Molniya,Black Lightning,2009,Action,Less,,Russian
,Crank 2: High Voltage,,2009,Action,OK,Jason Statham,English
,Diamant 13,Diamond 13,2009,Action,Less,Gérard Depardieu,English
,Direct Contact ,,2009,Action,Less,Dolph Lundgren,English
מהיר ועצבני,Fast & Furious,Fast & Furious 4,2009,Action,OK,Vin Diesel,English
,Fuk sau,Vengeance,2009,Action,Less,,English
נקמה,Fuk sau,Vengeance,2009,Action,Less,,Asian
גיימר,Gamer,,2009,Action,Good,Gerard Butler,English
,Into the Blue 2: The Reef,,2009,Action,Less,,English
,La linea,The Line,2009,Action,Less,Ray Liotta,English
סטריט פייטר: האגדה של צ'ון לי,Street Fighter: The Legend of Chun-Li,,2009,Action,Pass,,English
,Streets of Blood,,2009,Action,OK,Val Kilmer,English
הקדושים מבוסטון 2: יום כל הקדושים,The Boondock Saints II: All Saints Day,,2009,Action,Good,Willem Dafoe,English
הנחת 2,The Marine 2,,2009,Action,Pass,,English
מרגל במשרה חלקית,The Spy Next Door,,2009,Action,Less,Jackie Chan,English
,The Tournament,,2009,Action,Less,,English
חייל אוניברסלי - הדור הבא,Universal Soldier: Regeneration,,2009,Action,OK,Jean-Claude Van Damme,English
,All About Steve,,2009,Comedy,Good,Sandra Bullock,English
,Baby on Board,,2009,Comedy,OK,Heather Graham,English
,Balls Out: Gary the Tennis Coach,Balls Out: The Gary Houseman Story,2009,Comedy,OK,Seann William Scott,English
ברונו,Brüno,,2009,Comedy,Good,Sacha Baron Cohen,English
מת לרקוד,Dance Flick,,2009,Comedy,Less,,English
,Defendor,,2009,Comedy,Good,Woody Harrelson,English
,ExTerminators,,2009,Comedy,Good,Heather Graham,English
,Extract,,2009,Comedy,OK,Ben Affleck,English
,Funny People ,,2009,Comedy,Good,Adam Sandler,English
,House Broken,,2009,Comedy,Less,Danny DeVito,English
החברים של ניקולא,Le petit Nicolas,Little Nicholas,2009,Comedy,Good,,French
מחפשים את אריק,Looking for Eric,,2009,Comedy,OK,,English
,Love Hurts,,2009,Comedy,OK,Carrie-Anne Moss,English
,Madea Goes to Jail,,2009,Comedy,Less,,English
ד.צ. הוליווד,Major Movie Star,Private Valentine: Blonde & Dangerous ,2009,Comedy,Less,Jessica Simpson,English
,Micmacs à tire-larigot,Micmacs,2009,Comedy,Less,,French
,Motherhood,,2009,Comedy,Less,Uma Thurman,English
,Observe and Report ,,2009,Comedy,OK,Seth Rogen,English
,Paul Blart: Mall Cop,,2009,Comedy,Good,Kevin James,English
,Robin Williams: Weapons of Self Destruction,,2009,Comedy,Good,Robin Williams,English
,RoboDoc ,,2009,Comedy,Less,,English
,Saint John of Las Vegas,,2009,Comedy,Less,Steve Buscemi,English
סול קיטצ'ן,Soul Kitchen,,2009,Comedy,OK,,German
,Staten Island ,,2009,Comedy,Less,Ethan Hawke,English
,Still Waiting...,,2009,Comedy,Less,,English
,Taking Chances,,2009,Comedy,Less,Justin Long,English
,Tenure,,2009,Comedy,OK,Luke Wilson,English
לספק ת'סחורה,"The Goods: Live Hard, Sell Hard",,2009,Comedy,OK,,English
בדרך לחתונה עוצרים בוגאס,The Hangover,,2009,Comedy,Very good,Heather Graham,English
,The Invention of Lying,,2009,Comedy,Good,Jennifer Garner,English
,The Janky Promoters,,2009,Comedy,Less,Ice Cube,English
,The Maiden Heist,,2009,Comedy,OK,Morgan Freeman,English
,The Marc Pease Experience,,2009,Comedy,OK,Ben Stiller,English
גברים שבוהים בעזים,The Men Who Stare at Goats,,2009,Comedy,Good,George Clooney,English
הפנתר הוורוד 2,The Pink Panther 2,,2009,Comedy,Good,Steve Martin,English
,The Slammin' Salmon ,,2009,Comedy,OK,,English
,Year One ,,2009,Comedy,Good,Jack Black,English
(500) ימים עם סאמר,(500) Days of Summer,,2009,Comedy,Less,Zooey Deschanel,English
שוב בן 17,17 Again,,2009,Comedy,Very good,Zac Efron,English
,Adventureland,,2009,Comedy,OK,,English
,Arlen Faber,The Answer Man,2009,Comedy,OK,Jeff Daniels,English
מלחמת הכלות,Bride Wars,,2009,Comedy,OK,Anne Hathaway,English
וידויים של שופהוליק,Confessions of a Shopaholic,,2009,Comedy,OK,Isla Fisher,English
טיפול זוגי,Couples Retreat,,2009,Comedy,Good,Vince Vaughn,English
על הזוג מורגן שמעת?,Did You Hear About the Morgans,,2009,Comedy,Good,Sarah Jessica Parker,English
אקסיות לכל הרוחות,Ghosts of Girlfriends Past,,2009,Comedy,OK,Jennifer Garner,English
,Happy Ever Afters,,2009,Comedy,OK,,English
שונאת את חג האהבה,I Hate Valentine's Day,,2009,Comedy,Less,Nia Vardalos,English
"אני אוהב אותך, פיליפ מוריס",I Love You Phillip Morris,,2009,Comedy,Less,Jim Carrey,English
,"I Love You, Man",,2009,Comedy,Good,Paul Rudd,English
,Labor Pains,,2009,Comedy,OK,Lindsay Lohan,English
אהבה בהפתעה,Love Happens,,2009,Comedy,OK,Jennifer Aniston,English
,My Fake Fiance,,2009,Comedy,OK,,English
חמש החברות האחרונות שלי,My Last Five Girlfriends,,2009,Comedy,Less,,English
האהבה היוונית שלי,My Life in Ruins,,2009,Comedy,OK,Richard Dreyfuss,English
חדשה בעיר,New in Town,,2009,Comedy,Good,Renée Zellweger,English
,Post Grad,,2009,Comedy,OK,Michael Keaton,English
עד שתאהב אותי,Serious Moonlight,,2009,Comedy,Bad,Meg Ryan,English
אמנית הפרידות,The Break-Up Artist,,2009,Comedy,Pass,,English
הבחור הטוב`,The Good Guy,,2009,Comedy,OK,Alexis Bledel,English
ההצעה,The Proposal,,2009,Comedy,Good,Sandra Bullock,English
להתאהב מחדש,The Rebound,,2009,Comedy,Good,Catherine Zeta-Jones,English
מת על הנשים,The Six Wives of Henry Lefay,,2009,Comedy,OK,Tim Allen,English
האמת המכוערת,The Ugly Truth,,2009,Comedy,Good,Katherine Heigl,English
תלוי באוויר,Up in the Air,,2009,Comedy,OK,George Clooney,English
,Weather Girl ,,2009,Comedy,OK,,English
מה שעובד,Whatever Works,,2009,Comedy,OK,Larry David,English
,18 Year Old Virgin ,,2009,Comedy,Less,,English
,American High School,,2009,Comedy,Less,,English
,American Pie Presents: The Book of Love ,,2009,Comedy,Less,Rosanna Arquette,English
,American Virgin,,2009,Comedy,OK,,English
,Deep in the Valley,,2009,Comedy,Less,Denise Richards,English
מעודדים צמודים,Fired Up,,2009,Comedy,Good,,English
,Frat Party,,2009,Comedy,Less,,English
,"I Love You, Beth Cooper",,2009,Comedy,Good,Hayden Panettiere,English
,Miss March,,2009,Comedy,OK,,English
,Mystery Team,,2009,Comedy,Bad,,English
